ID 	 Type 	 Longitude 	 Latitude
D 	 d 	 0.00 	 80.00
S1 	 f 	 0.00 	 0.00
C1 	 c 	 12.28 	 -8.27
C2 	 c 	 -11.71 	 0.82
C3 	 c 	 -3.63 	 -6.69
C4 	 c 	 -17.54 	 -1.93
C5 	 c 	 -0.09 	 -8.05
C6 	 c 	 8.23 	 -2.34
C7 	 c 	 -8.51 	 -8.63
C8 	 c 	 13.78 	 -6.33
C9 	 c 	 -5.32 	 -4.87
C10 	 c 	 12.85 	 0.79
C11 	 c 	 -28.28 	 -3.39
C12 	 c 	 -19.42 	 -2.78
C13 	 c 	 -4.32 	 -4.76
C14 	 c 	 -14.83 	 -2.66
C15 	 c 	 0.82 	 -4.6
C16 	 c 	 -27.13 	 -3.72
C17 	 c 	 -3.53 	 -4.98
C18 	 c 	 -2.85 	 -9.68
C19 	 c 	 -27.42 	 1.11
C20 	 c 	 -18.48 	 -4.86
C21 	 c 	 8.98 	 -7.39
C22 	 c 	 -27.73 	 -7.26
C23 	 c 	 16.64 	 -3.61
C24 	 c 	 3.44 	 -2.54
C25 	 c 	 -11.52 	 -5.53
C26 	 c 	 6.55 	 1.87
C27 	 c 	 -4.71 	 -8.23
C28 	 c 	 -14.81 	 -2.47
C29 	 c 	 10.93 	 -7.62
C30 	 c 	 -22.22 	 -0.99
C31 	 c 	 -22.03 	 -5.43
C32 	 c 	 -2.79 	 -3.08
C33 	 c 	 5.25 	 -4.76
C34 	 c 	 14.37 	 1.8
C35 	 c 	 13.51 	 3.41
C36 	 c 	 15.04 	 -9.88
C37 	 c 	 -4.68 	 -2.89
C38 	 c 	 -13.02 	 -9.69
C39 	 c 	 11.19 	 -5.33
C40 	 c 	 -12.36 	 -0.94
C41 	 c 	 -7.7 	 1.56
C42 	 c 	 -8.61 	 -1.5
C43 	 c 	 1.99 	 -9.15
C44 	 c 	 -7.28 	 -9.25
C45 	 c 	 -18.79 	 2.85
C46 	 c 	 14.77 	 2.71
C47 	 c 	 -6.47 	 -0.95
C48 	 c 	 15.23 	 -6.25
C49 	 c 	 -6.77 	 -4.34
C50 	 c 	 2.52 	 -3.82


Q Vehicle fuel tank capacity /32.0/
r fuel consumption rate /0.2/
TL TourLength /7.5/
v average Velocity /40.0/
m numVeh /13/
seed for generator /810/

pStart /0/
pAfs /0.5/
pClient /0.5/
