ID 	 Type 	 Longitude 	 Latitude
D 	 d 	 0.00 	 80.00
S1 	 f 	 0.00 	 0.00
C1 	 c 	 -18.26 	 -5.36
C2 	 c 	 6.86 	 -5.6
C3 	 c 	 -4.94 	 -2.85
C4 	 c 	 19.46 	 1.23
C5 	 c 	 -25.29 	 -3.11
C6 	 c 	 -11.75 	 -3.25
C7 	 c 	 21.83 	 -0.87
C8 	 c 	 20.41 	 -6.24
C9 	 c 	 -7.95 	 -8.39
C10 	 c 	 14.01 	 -8.82
C11 	 c 	 -27.32 	 1.47
C12 	 c 	 21.44 	 -2.5
C13 	 c 	 -6.75 	 -7.27
C14 	 c 	 -21.6 	 -4.94
C15 	 c 	 10.6 	 -8.2
C16 	 c 	 18.1 	 -8.37
C17 	 c 	 14.33 	 -8.88
C18 	 c 	 -0.45 	 -2.07
C19 	 c 	 -23.62 	 -6.83
C20 	 c 	 -9.66 	 -4.58
C21 	 c 	 -5.7 	 -2.87
C22 	 c 	 15.22 	 2.01
C23 	 c 	 -17.51 	 -3.03
C24 	 c 	 -16.04 	 -6.66
C25 	 c 	 -24.26 	 -4.22
C26 	 c 	 4.25 	 -1.49
C27 	 c 	 4.08 	 -4.96
C28 	 c 	 8.03 	 -4.09
C29 	 c 	 -4.6 	 -6.62
C30 	 c 	 -3.47 	 -4.76
C31 	 c 	 -10.95 	 -8.01
C32 	 c 	 23.61 	 2.03
C33 	 c 	 -24.92 	 2.92
C34 	 c 	 -12.85 	 1.27
C35 	 c 	 18.45 	 -0.68
C36 	 c 	 -28.27 	 -4.1
C37 	 c 	 24.95 	 -3.91
C38 	 c 	 -8.69 	 -8.37
C39 	 c 	 -13.8 	 -3.37
C40 	 c 	 23.04 	 0.03
C41 	 c 	 12.94 	 -7.27
C42 	 c 	 22.35 	 -1.73
C43 	 c 	 18.63 	 1.34
C44 	 c 	 -6.35 	 -6.0
C45 	 c 	 -8.31 	 -9.17
C46 	 c 	 -23.79 	 0.32
C47 	 c 	 18.41 	 -4.02
C48 	 c 	 19.17 	 -8.92
C49 	 c 	 -23.99 	 0.92
C50 	 c 	 20.93 	 -3.62


Q Vehicle fuel tank capacity /32.0/
r fuel consumption rate /0.2/
TL TourLength /7.5/
v average Velocity /40.0/
m numVeh /13/
seed for generator /1181/

pStart /0/
pAfs /0.5/
pClient /0.5/
