ID 	 Type 	 Longitude 	 Latitude
D 	 d 	 0.00 	 80.00
S1 	 f 	 0.00 	 0.00
C1 	 c 	 26.53 	 -0.9
C2 	 c 	 -25.24 	 2.42
C3 	 c 	 -11.48 	 -3.98
C4 	 c 	 -2.01 	 -7.78
C5 	 c 	 11.3 	 -8.94
C6 	 c 	 4.12 	 -0.58
C7 	 c 	 3.9 	 0.02
C8 	 c 	 3.86 	 -7.67
C9 	 c 	 -14.15 	 -3.5
C10 	 c 	 -8.16 	 -5.85
C11 	 c 	 -17.57 	 0.26
C12 	 c 	 -6.71 	 -0.23
C13 	 c 	 -19.53 	 -0.09
C14 	 c 	 -3.15 	 -7.42
C15 	 c 	 -4.06 	 -6.1
C16 	 c 	 -6.6 	 -9.32
C17 	 c 	 25.43 	 1.92
C18 	 c 	 23.02 	 -3.24
C19 	 c 	 -7.49 	 3.46
C20 	 c 	 -6.32 	 -2.7
C21 	 c 	 -18.11 	 1.31
C22 	 c 	 -2.68 	 -7.57
C23 	 c 	 27.92 	 0.59
C24 	 c 	 2.15 	 -3.57
C25 	 c 	 6.79 	 -0.42
C26 	 c 	 -11.17 	 -3.07
C27 	 c 	 -23.18 	 4.0
C28 	 c 	 -23.75 	 4.13
C29 	 c 	 -20.3 	 1.39
C30 	 c 	 -29.5 	 1.53
C31 	 c 	 8.08 	 -3.6
C32 	 c 	 0.7 	 1.86
C33 	 c 	 -18.07 	 2.56
C34 	 c 	 -5.36 	 4.36
C35 	 c 	 -16.68 	 -5.15
C36 	 c 	 10.8 	 -9.32
C37 	 c 	 -15.93 	 -1.13
C38 	 c 	 -12.7 	 -5.59
C39 	 c 	 -22.19 	 -2.85
C40 	 c 	 -7.1 	 -5.33
C41 	 c 	 9.18 	 -6.41
C42 	 c 	 2.22 	 -8.51
C43 	 c 	 -15.17 	 -4.65
C44 	 c 	 7.13 	 -4.27
C45 	 c 	 -20.23 	 2.65
C46 	 c 	 2.6 	 -6.33
C47 	 c 	 2.06 	 2.64
C48 	 c 	 -9.86 	 -8.6
C49 	 c 	 10.78 	 -4.93
C50 	 c 	 -0.36 	 0.12


Q Vehicle fuel tank capacity /32.0/
r fuel consumption rate /0.2/
TL TourLength /7.5/
v average Velocity /40.0/
m numVeh /13/
seed for generator /2510/

pStart /0/
pAfs /0.5/
pClient /0.5/
