ID 	 Type 	 Longitude 	 Latitude
D 	 d 	 0.00 	 80.00
S1 	 f 	 0.00 	 0.00
C1 	 c 	 -16.45 	 -2.96
C2 	 c 	 -11.37 	 -8.35
C3 	 c 	 28.92 	 -3.6
C4 	 c 	 -0.93 	 -7.79
C5 	 c 	 -17.68 	 -1.58
C6 	 c 	 -24.81 	 2.29
C7 	 c 	 7.76 	 -5.43
C8 	 c 	 -23.48 	 -4.78
C9 	 c 	 -11.96 	 0.09
C10 	 c 	 17.2 	 -6.5
C11 	 c 	 25.59 	 3.02
C12 	 c 	 14.61 	 -8.16
C13 	 c 	 2.22 	 -8.1
C14 	 c 	 7.31 	 -4.84
C15 	 c 	 2.26 	 -9.11
C16 	 c 	 -5.41 	 -7.54
C17 	 c 	 17.13 	 -7.81
C18 	 c 	 18.33 	 -0.39
C19 	 c 	 1.44 	 -6.21
C20 	 c 	 -14.19 	 -6.07
C21 	 c 	 1.41 	 -6.04
C22 	 c 	 -13.38 	 -3.57
C23 	 c 	 -13.73 	 -2.78
C24 	 c 	 29.05 	 3.64
C25 	 c 	 8.56 	 -2.21
C26 	 c 	 21.77 	 4.65
C27 	 c 	 18.97 	 -6.49
C28 	 c 	 21.77 	 0.05
C29 	 c 	 12.12 	 -8.0
C30 	 c 	 19.2 	 3.03
C31 	 c 	 13.65 	 -3.79
C32 	 c 	 -4.63 	 -7.81
C33 	 c 	 8.51 	 0.22
C34 	 c 	 -12.04 	 3.54
C35 	 c 	 20.7 	 -0.98
C36 	 c 	 -23.59 	 -3.04
C37 	 c 	 28.98 	 -4.12
C38 	 c 	 -20.04 	 -0.6
C39 	 c 	 -7.8 	 1.41
C40 	 c 	 0.94 	 -5.92
C41 	 c 	 7.06 	 -2.58
C42 	 c 	 26.45 	 3.83
C43 	 c 	 -3.29 	 -5.27
C44 	 c 	 -23.11 	 4.95
C45 	 c 	 -13.95 	 0.82
C46 	 c 	 -7.38 	 -5.94
C47 	 c 	 -23.34 	 -7.11
C48 	 c 	 -19.53 	 -0.29
C49 	 c 	 20.53 	 -9.37
C50 	 c 	 8.06 	 -6.22
C51 	 c 	 9.66 	 -0.68
C52 	 c 	 24.39 	 -3.66
C53 	 c 	 16.04 	 -6.4
C54 	 c 	 -19.99 	 1.65
C55 	 c 	 29.72 	 -2.78
C56 	 c 	 3.95 	 -2.86
C57 	 c 	 -13.65 	 -4.04
C58 	 c 	 -21.27 	 2.33
C59 	 c 	 1.51 	 -8.35
C60 	 c 	 -23.34 	 5.92
C61 	 c 	 1.98 	 -2.87
C62 	 c 	 -20.47 	 -5.6
C63 	 c 	 10.39 	 -7.16
C64 	 c 	 24.58 	 7.54
C65 	 c 	 -12.12 	 -6.65
C66 	 c 	 -11.33 	 -7.77
C67 	 c 	 27.77 	 7.16
C68 	 c 	 8.05 	 -4.2
C69 	 c 	 11.1 	 -5.17
C70 	 c 	 -15.51 	 -7.8
C71 	 c 	 -0.92 	 -3.08
C72 	 c 	 7.67 	 -4.19
C73 	 c 	 -12.6 	 -8.61
C74 	 c 	 1.52 	 -6.39
C75 	 c 	 -15.82 	 -2.27
C76 	 c 	 -13.87 	 -2.42
C77 	 c 	 12.78 	 -8.57
C78 	 c 	 -2.73 	 -5.27
C79 	 c 	 29.45 	 6.45
C80 	 c 	 16.31 	 -9.3
C81 	 c 	 -18.55 	 -7.75
C82 	 c 	 -2.87 	 -7.41
C83 	 c 	 16.94 	 -8.27
C84 	 c 	 -14.09 	 -3.13
C85 	 c 	 -13.76 	 -6.1
C86 	 c 	 28.59 	 7.39
C87 	 c 	 -12.75 	 -2.36
C88 	 c 	 10.12 	 -9.71
C89 	 c 	 2.8 	 -8.05
C90 	 c 	 -2.1 	 -5.92
C91 	 c 	 4.91 	 -9.42
C92 	 c 	 4.22 	 -8.76
C93 	 c 	 2.09 	 -7.53
C94 	 c 	 -17.26 	 -3.06
C95 	 c 	 0.25 	 -6.43
C96 	 c 	 -12.24 	 -2.87
C97 	 c 	 -18.97 	 -6.11
C98 	 c 	 -14.56 	 -4.04
C99 	 c 	 0.59 	 -6.35
C100 	 c 	 6.0 	 -9.23


Q Vehicle fuel tank capacity /32.0/
r fuel consumption rate /0.2/
TL TourLength /7.5/
v average Velocity /40.0/
m numVeh /25/
seed for generator /1381/

pStart /0/
pAfs /0.5/
pClient /0.5/
