ID 	 Type 	 Longitude 	 Latitude
D 	 d 	 0.00 	 80.00
S1 	 f 	 0.00 	 0.00
C1 	 c 	 8.08 	 0.02
C2 	 c 	 12.43 	 0.03
C3 	 c 	 29.55 	 -0.77
C4 	 c 	 9.71 	 -7.07
C5 	 c 	 9.67 	 0.24
C6 	 c 	 -2.03 	 -0.66
C7 	 c 	 -7.68 	 -0.29
C8 	 c 	 -28.03 	 -3.36
C9 	 c 	 -29.62 	 4.12
C10 	 c 	 -19.04 	 0.21
C11 	 c 	 1.88 	 -8.54
C12 	 c 	 2.55 	 -3.94
C13 	 c 	 -18.46 	 -7.81
C14 	 c 	 -25.06 	 2.6
C15 	 c 	 -21.78 	 1.85
C16 	 c 	 10.86 	 -3.86
C17 	 c 	 8.59 	 3.5
C18 	 c 	 -23.26 	 -3.7
C19 	 c 	 -18.76 	 -6.84
C20 	 c 	 3.31 	 -2.32
C21 	 c 	 -18.23 	 -5.61
C22 	 c 	 -7.11 	 -0.48
C23 	 c 	 8.25 	 -0.89
C24 	 c 	 -27.93 	 -0.64
C25 	 c 	 -1.78 	 -6.28
C26 	 c 	 28.38 	 -5.54
C27 	 c 	 -8.82 	 2.98
C28 	 c 	 8.88 	 -5.4
C29 	 c 	 -11.67 	 -2.37
C30 	 c 	 -2.45 	 -9.61
C31 	 c 	 -16.86 	 4.23
C32 	 c 	 5.43 	 -7.14
C33 	 c 	 -24.3 	 -1.21
C34 	 c 	 25.26 	 -1.6
C35 	 c 	 -25.28 	 3.86
C36 	 c 	 13.32 	 -3.07
C37 	 c 	 10.69 	 2.5
C38 	 c 	 -14.04 	 -6.64
C39 	 c 	 -27.96 	 3.09
C40 	 c 	 -20.73 	 -2.5
C41 	 c 	 11.72 	 -4.23
C42 	 c 	 -0.13 	 -5.61
C43 	 c 	 -1.67 	 -5.55
C44 	 c 	 28.98 	 2.55
C45 	 c 	 12.67 	 -2.8
C46 	 c 	 -0.65 	 2.09
C47 	 c 	 17.05 	 -0.7
C48 	 c 	 3.48 	 1.66
C49 	 c 	 6.01 	 0.63
C50 	 c 	 -1.6 	 -1.5


Q Vehicle fuel tank capacity /32.0/
r fuel consumption rate /0.2/
TL TourLength /7.5/
v average Velocity /40.0/
m numVeh /13/
seed for generator /1111/

pStart /0/
pAfs /0.5/
pClient /0.5/
